"KS","Group","id"
"MCM4","Non-Kinase",1687
"MCM5","Non-Kinase",1688
"MCM7","Non-Kinase",1689
"MCOLN1","Non-Kinase",1690
"MCPH1","Non-Kinase",1691
"MCRIP1","Non-Kinase",1692
"MCRS1","Non-Kinase",1693
"MCTS1","Non-Kinase",1694
"MCU","Non-Kinase",1695
"MDC1","Non-Kinase",1696
"MDM2","Non-Kinase",1697
"MDM4","Non-Kinase",1698
"ME1","Non-Kinase",1699
"MECOM","Non-Kinase",1700
"MECP2","Non-Kinase",1701
"MED1","Non-Kinase",1702
"MED14","Non-Kinase",1703
"MED28","Non-Kinase",1704
"MEF2A","Non-Kinase",1705
"MEF2B","Non-Kinase",1706
"MEF2C","Non-Kinase",1707
"MEF2D","Non-Kinase",1708
"MEFV","Non-Kinase",1709
"MEGF10","Non-Kinase",1710
"MELK","CAMK",1711
"MEN1","Non-Kinase",1712
"MEP1B","Non-Kinase",1713
"MERTK","TK",1714
"MET","TK",1715
"METTL1","Non-Kinase",1716
"METTL3","Non-Kinase",1717
"MFAP1","Non-Kinase",1718
"MFF","Non-Kinase",1719
"MFN1","Non-Kinase",1720
"MFN2","Non-Kinase",1721
"MICAL2","Non-Kinase",1722
"MICALL1","Non-Kinase",1723
"MIIP","Non-Kinase",1724
"MINK1","STE",1725
"MIP","Non-Kinase",1726
"MIS18A","Non-Kinase",1727
"MISP","Non-Kinase",1728
"MITF","Non-Kinase",1729
"MKI67","Non-Kinase",1730
"MKNK1","CAMK",1731
"MKNK2","CAMK",1732
"MLH1","Non-Kinase",1733
"MLK4","TKL",1734
"MLKL","TKL",1735
"MLLT1","Non-Kinase",1736
"MLLT3","Non-Kinase",1737
"MLXIPL","Non-Kinase",1738
"MME","Non-Kinase",1739
"MMP14","Non-Kinase",1740
"MMP2","Non-Kinase",1741
"MNX1","Non-Kinase",1742
"MOB1A","Non-Kinase",1743
"MOB1B","Non-Kinase",1744
"MOK","CMGC",1745
"MORC2","Non-Kinase",1746
"MOS","OTHER",1747
"MPHOSPH10","Non-Kinase",1748
"MPLKIP","Non-Kinase",1749
"MPZL1","Non-Kinase",1750
"MRE11","Non-Kinase",1751
"MRPS18B","Non-Kinase",1752
"MRTFA","Non-Kinase",1753
"MRTO4","Non-Kinase",1754
"MS4A1","Non-Kinase",1755
"MSN","Non-Kinase",1756
"MST1R","TK",1757
"MSX2","Non-Kinase",1758
"MTA1","Non-Kinase",1759
"MTA2","Non-Kinase",1760
"MTF1","Non-Kinase",1761
"MTHFD1L","Non-Kinase",1762
"MTHFR","Non-Kinase",1763
"MTMR2","Non-Kinase",1764
"MTOR","ATYPICAL",1765
"MTSS1","Non-Kinase",1766
"MTURN","Non-Kinase",1767
"MUC1","Non-Kinase",1768
"MUS81","Non-Kinase",1769
"MUSK","TK",1770
"MVD","Non-Kinase",1771
"MXD1","Non-Kinase",1772
"MYB","Non-Kinase",1773
"MYBBP1A","Non-Kinase",1774
"MYBL1","Non-Kinase",1775
"MYBL2","Non-Kinase",1776
"MYBPC3","Non-Kinase",1777
"MYC","Non-Kinase",1778
"MYCBP2","Non-Kinase",1779
"MYCL","Non-Kinase",1780
"MYCN","Non-Kinase",1781
"MYF5","Non-Kinase",1782
"MYF6","Non-Kinase",1783
"MYH10","Non-Kinase",1784
"MYH2","Non-Kinase",1785
"MYH9","Non-Kinase",1786
"MYL12A","Non-Kinase",1787
"MYL12B","Non-Kinase",1788
"MYL2","Non-Kinase",1789
"MYL9","Non-Kinase",1790
"MYLK","CAMK",1791
"MYLK2","CAMK",1792
"MYLK3","CAMK",1793
"MYLK4","CAMK",1794
"MYO3A","STE",1795
"MYO3B","STE",1796
"MYO5A","Non-Kinase",1797
"MYO6","Non-Kinase",1798
"MYO9B","Non-Kinase",1799
"MYOCD","Non-Kinase",1800
"MYOD1","Non-Kinase",1801
"MYOM1","Non-Kinase",1802
"MYOM2","Non-Kinase",1803
"MYT1","Non-Kinase",1804
"MZF1","Non-Kinase",1805
"NABP2","Non-Kinase",1806
"NACA","Non-Kinase",1807
"NADK","Non-Kinase",1808
"NAGK","Non-Kinase",1809
"NANOG","Non-Kinase",1810
"NASP","Non-Kinase",1811
"NBN","Non-Kinase",1812
"NBR1","Non-Kinase",1813
"NCAM1","Non-Kinase",1814
"NCAPD3","Non-Kinase",1815
"NCAPG","Non-Kinase",1816
"NCAPH","Non-Kinase",1817
"NCAPH2","Non-Kinase",1818
"NCBP1","Non-Kinase",1819
"NCBP3","Non-Kinase",1820
"NCF1","Non-Kinase",1821
"NCF2","Non-Kinase",1822
"NCF4","Non-Kinase",1823
"NCK1","Non-Kinase",1824
"NCKAP5L","Non-Kinase",1825
"NCKIPSD","Non-Kinase",1826
"NCL","Non-Kinase",1827
"NCOA1","Non-Kinase",1828
"NCOA2","Non-Kinase",1829
"NCOA3","Non-Kinase",1830
"NCOA6","Non-Kinase",1831
"NCOR1","Non-Kinase",1832
"NCOR2","Non-Kinase",1833
"NCSTN","Non-Kinase",1834
"NDC80","Non-Kinase",1835
"NDE1","Non-Kinase",1836
"NDEL1","Non-Kinase",1837
"NDFIP2","Non-Kinase",1838
"NDRG1","Non-Kinase",1839
"NDRG2","Non-Kinase",1840
"NDUFA12","Non-Kinase",1841
"NDUFB6","Non-Kinase",1842
"NDUFS2","Non-Kinase",1843
"NDUFS4","Non-Kinase",1844
"NDUFV1","Non-Kinase",1845
"NDUFV2","Non-Kinase",1846
"NDUFV3","Non-Kinase",1847
"NEDD1","Non-Kinase",1848
"NEDD4","Non-Kinase",1849
"NEDD4L","Non-Kinase",1850
"NEDD8","Non-Kinase",1851
"NEDD9","Non-Kinase",1852
"NEFH","Non-Kinase",1853
"NEFL","Non-Kinase",1854
"NEIL1","Non-Kinase",1855
"NEK1","OTHER",1856
"NEK10","OTHER",1857
"NEK11","OTHER",1858
"NEK2","OTHER",1859
"NEK3","OTHER",1860
"NEK4","OTHER",1861
"NEK5","OTHER",1862
"NEK6","OTHER",1863
"NEK7","OTHER",1864
"NEK8","OTHER",1865
"NEK9","OTHER",1866
"NELFA","Non-Kinase",1867
"NELFCD","Non-Kinase",1868
"NELFE","Non-Kinase",1869
"NES","Non-Kinase",1870
"NET1","Non-Kinase",1871
"NEUROD1","Non-Kinase",1872
"NEUROG1","Non-Kinase",1873
"NF1","Non-Kinase",1874
"NF2","Non-Kinase",1875
"NFAT5","Non-Kinase",1876
"NFATC1","Non-Kinase",1877
"NFATC2","Non-Kinase",1878
"NFATC3","Non-Kinase",1879
"NFATC4","Non-Kinase",1880
"NFE2","Non-Kinase",1881
"NFE2L1","Non-Kinase",1882
"NFE2L2","Non-Kinase",1883
"NFKB1","Non-Kinase",1884
"NFKB2","Non-Kinase",1885
"NFKBIA","Non-Kinase",1886
"NFKBIB","Non-Kinase",1887
"NFYA","Non-Kinase",1888
"NGEF","Non-Kinase",1889
"NGFR","Non-Kinase",1890
"NHEJ1","Non-Kinase",1891
"NHS","Non-Kinase",1892
"NIBAN1","Non-Kinase",1893
"NIBAN2","Non-Kinase",1894
"NID1","Non-Kinase",1895
"NIFK","Non-Kinase",1896
"NIM1K","CAMK",1897
"NINL","Non-Kinase",1898
"NKD2","Non-Kinase",1899
"NKX2-1","Non-Kinase",1900
"NKX2-5","Non-Kinase",1901
"NKX3-1","Non-Kinase",1902
"NLGN4X","Non-Kinase",1903
"NLK","CMGC",1904
"NLRC4","Non-Kinase",1905
"NLRP3","Non-Kinase",1906
"NLRP5","Non-Kinase",1907
"NME1","Non-Kinase",1908
"NME2","Non-Kinase",1909
"NMNAT1","Non-Kinase",1910
"NMT1","Non-Kinase",1911
"NOB1","Non-Kinase",1912
"NOL3","Non-Kinase",1913
"NOLC1","Non-Kinase",1914
"NOP53","Non-Kinase",1915
"NOS1","Non-Kinase",1916
"NOS2","Non-Kinase",1917
"NOS3","Non-Kinase",1918
"NOSIP","Non-Kinase",1919
"NOTCH1","Non-Kinase",1920
"NOTCH2","Non-Kinase",1921
"NOVA2","Non-Kinase",1922
"NOX4","Non-Kinase",1923
"NOX5","Non-Kinase",1924
"NOXA1","Non-Kinase",1925
"NOXO1","Non-Kinase",1926
"NPAT","Non-Kinase",1927
"NPFFR2","Non-Kinase",1928
"NPHP1","Non-Kinase",1929
"NPHS1","Non-Kinase",1930
"NPM1","Non-Kinase",1931
"NPR1","RGC",1932
"NPR2","RGC",1933
"NQO1","Non-Kinase",1934
"NR0B2","Non-Kinase",1935
"NR1D1","Non-Kinase",1936
"NR1H2","Non-Kinase",1937
"NR1H3","Non-Kinase",1938
"NR1H4","Non-Kinase",1939
"NR1I2","Non-Kinase",1940
"NR1I3","Non-Kinase",1941
"NR2C2","Non-Kinase",1942
"NR2F6","Non-Kinase",1943
"NR3C1","Non-Kinase",1944
"NR3C2","Non-Kinase",1945
"NR4A1","Non-Kinase",1946
"NR4A2","Non-Kinase",1947
"NR4A3","Non-Kinase",1948
"NR5A1","Non-Kinase",1949
"NR5A2","Non-Kinase",1950
"NRAS","Non-Kinase",1951
"NRBF2","Non-Kinase",1952
"NRBP1","OTHER",1953
"NRBP2","OTHER",1954
"NRCAM","Non-Kinase",1955
"NREP","Non-Kinase",1956
"NRF1","Non-Kinase",1957
"NRG1","Non-Kinase",1958
"NRGN","Non-Kinase",1959
"NRK","STE",1960
"NRXN1","Non-Kinase",1961
"NSD2","Non-Kinase",1962
"NSF","Non-Kinase",1963
"NSFL1C","Non-Kinase",1964
"NSUN2","Non-Kinase",1965
"NTRK1","TK",1966
"NTRK2","TK",1967
"NTRK3","TK",1968
"NUAK1","CAMK",1969
"NUAK2","CAMK",1970
"NUCKS1","Non-Kinase",1971
"NUDC","Non-Kinase",1972
"NUFIP2","Non-Kinase",1973
"NUMA1","Non-Kinase",1974
"NUMB","Non-Kinase",1975
"NUP107","Non-Kinase",1976
"NUP133","Non-Kinase",1977
"NUP153","Non-Kinase",1978
"NUP210","Non-Kinase",1979
"NUP214","Non-Kinase",1980
"NUP50","Non-Kinase",1981
"NUP62","Non-Kinase",1982
"NUP98","Non-Kinase",1983
"NUSAP1","Non-Kinase",1984
"OBSCN","CAMK",1985
"OCLN","Non-Kinase",1986
"ODF2","Non-Kinase",1987
"OFD1","Non-Kinase",1988
"OGA","Non-Kinase",1989
"OGFOD1","Non-Kinase",1990
"OGFR","Non-Kinase",1991
"OGT","Non-Kinase",1992
"OPRD1","Non-Kinase",1993
"OPRK1","Non-Kinase",1994
"OPRL1","Non-Kinase",1995
"OPRM1","Non-Kinase",1996
"OPTN","Non-Kinase",1997
"ORAI1","Non-Kinase",1998
"ORC1","Non-Kinase",1999
"ORC2","Non-Kinase",2000
"ORC6","Non-Kinase",2001
"OSBP","Non-Kinase",2002
"OSBP2","Non-Kinase",2003
"OSBPL11","Non-Kinase",2004
"OSTF1","Non-Kinase",2005
"OTUB1","Non-Kinase",2006
"OTUD5","Non-Kinase",2007
"OTULIN","Non-Kinase",2008
"OXSR1","STE",2009
"OXTR","Non-Kinase",2010
"PA2G4","Non-Kinase",2011
"PABIR1","Non-Kinase",2012
"PACS1","Non-Kinase",2013
"PACS2","Non-Kinase",2014
"PACSIN1","Non-Kinase",2015
"PACSIN2","Non-Kinase",2016
"PAG1","Non-Kinase",2017
"PAGE4","Non-Kinase",2018
"PAH","Non-Kinase",2019
"PAICS","Non-Kinase",2020
"PAK1","STE",2021
"PAK2","STE",2022
"PAK3","STE",2023
"PAK4","STE",2024
"PAK6","STE",2025
"PAK7","STE",2026
"PALLD","Non-Kinase",2027
"PAM","Non-Kinase",2028
"PAN2","Non-Kinase",2029
"PAN3","OTHER",2030
"PANX1","Non-Kinase",2031
"PANX2","Non-Kinase",2032
"PAQR3","Non-Kinase",2033
"PARD3","Non-Kinase",2034
"PARD6A","Non-Kinase",2035
"PARK7","Non-Kinase",2036
"PARN","Non-Kinase",2037
"PARP1","Non-Kinase",2038
"PARP10","Non-Kinase",2039
"PARVA","Non-Kinase",2040
"PASK","CAMK",2041
"PATL1","Non-Kinase",2042
"PAWR","Non-Kinase",2043
"PAX3","Non-Kinase",2044
"PAX6","Non-Kinase",2045
"PAX8","Non-Kinase",2046
"PBK","OTHER",2047
"PBRM1","Non-Kinase",2048
"PBXIP1","Non-Kinase",2049
"PCBP1","Non-Kinase",2050
"PCBP2","Non-Kinase",2051
"PCF11","Non-Kinase",2052
"PCGF2","Non-Kinase",2053
"PCGF6","Non-Kinase",2054
"PCK1","Non-Kinase",2055
"PCM1","Non-Kinase",2056
"PCNA","Non-Kinase",2057
"PCNT","Non-Kinase",2058
"PCYT1A","Non-Kinase",2059
"PDC","Non-Kinase",2060
"PDCD10","Non-Kinase",2061
"PDCD4","Non-Kinase",2062
"PDCD5","Non-Kinase",2063
"PDCD6IP","Non-Kinase",2064
"PDCL","Non-Kinase",2065
"PDE10A","Non-Kinase",2066
"PDE11A","Non-Kinase",2067
"PDE3A","Non-Kinase",2068
"PDE3B","Non-Kinase",2069
"PDE4A","Non-Kinase",2070
"PDE4B","Non-Kinase",2071
"PDE4C","Non-Kinase",2072
"PDE4D","Non-Kinase",2073
"PDE5A","Non-Kinase",2074
"PDE6G","Non-Kinase",2075
"PDE8A","Non-Kinase",2076
"PDGFRA","TK",2077
"PDGFRB","TK",2078
"PDHA1","Non-Kinase",2079
"PDHA2","Non-Kinase",2080
"PDIA3","Non-Kinase",2081
"PDIA6","Non-Kinase",2082
"PDIK1L","OTHER",2083
"PDK1","ATYPICAL",2084
"PDK2","ATYPICAL",2085
"PDK3","ATYPICAL",2086
"PDK4","ATYPICAL",2087
"PDP1","Non-Kinase",2088
"PDPK1","AGC",2089
"PDS5B","Non-Kinase",2090
"PDX1","Non-Kinase",2091
"PDXDC1","Non-Kinase",2092
"PDZK1","Non-Kinase",2093
"PEA15","Non-Kinase",2094
"PEAK1","OTHER",2095
"PEBP1","Non-Kinase",2096
"PECAM1","Non-Kinase",2097
"PELI1","Non-Kinase",2098
"PELI2","Non-Kinase",2099
"PELP1","Non-Kinase",2100
"PER2","Non-Kinase",2101
"PER3","Non-Kinase",2102
"PEX14","Non-Kinase",2103
"PEX5","Non-Kinase",2104
"PFAS","Non-Kinase",2105
"PFKFB2","Non-Kinase",2106
"PFKFB3","Non-Kinase",2107
"PFKL","Non-Kinase",2108
"PFKM","Non-Kinase",2109
"PFKP","Non-Kinase",2110
"PFN1","Non-Kinase",2111
"PGAM1","Non-Kinase",2112
"PGD","Non-Kinase",2113
"PGK1","Non-Kinase",2114
"PGM1","Non-Kinase",2115
"PGR","Non-Kinase",2116
"PHACTR3","Non-Kinase",2117
"PHB1","Non-Kinase",2118
"PHB2","Non-Kinase",2119
"PHF14","Non-Kinase",2120
"PHF2","Non-Kinase",2121
"PHF20","Non-Kinase",2122
"PHF23","Non-Kinase",2123
"PHF6","Non-Kinase",2124
"PHF8","Non-Kinase",2125
"PHGDH","Non-Kinase",2126
"PHKA1","Non-Kinase",2127
"PHKG1","CAMK",2128
"PHKG2","CAMK",2129
"PHLDA1","Non-Kinase",2130
"PHLDB1","Non-Kinase",2131
"PHLPP1","Non-Kinase",2132
"PHOX2A","Non-Kinase",2133
"PI4KB","Non-Kinase",2134
"PIAS1","Non-Kinase",2135
"PIAS2","Non-Kinase",2136
"PIAS4","Non-Kinase",2137
"PICK1","Non-Kinase",2138
"PIDD1","Non-Kinase",2139
"PIK3AP1","Non-Kinase",2140
"PIK3C2A","Non-Kinase",2141
"PIK3C3","Non-Kinase",2142
"PIK3CG","Non-Kinase",2143
"PIK3R1","Non-Kinase",2144
"PIK3R3","Non-Kinase",2145
"PIK3R4","OTHER",2146
"PIK3R6","Non-Kinase",2147
"PIKFYVE","Non-Kinase",2148
"PIM1","CAMK",2149
"PIM2","CAMK",2150
"PIM3","CAMK",2151
"PIMREG","Non-Kinase",2152
"PIN1","Non-Kinase",2153
"PIN4","Non-Kinase",2154
"PINK1","OTHER",2155
"PINX1","Non-Kinase",2156
"PIP4K2A","Non-Kinase",2157
"PIP4K2B","Non-Kinase",2158
"PIP4K2C","Non-Kinase",2159
"PIP5K1B","Non-Kinase",2160
"PIP5K1C","Non-Kinase",2161
"PITPNA","Non-Kinase",2162
"PITPNC1","Non-Kinase",2163
"PITPNM1","Non-Kinase",2164
"PITX2","Non-Kinase",2165
"PJA2","Non-Kinase",2166
"PKD1","Non-Kinase",2167
"PKD2","Non-Kinase",2168
"PKD2L1","Non-Kinase",2169
"PKDCC","OTHER",2170
"PKIA","Non-Kinase",2171
"PKM","Non-Kinase",2172
"PKMYT1","OTHER",2173
"PKN1","AGC",2174
"PKN2","AGC",2175
"PKN3","AGC",2176
"PKP1","Non-Kinase",2177
"PKP2","Non-Kinase",2178
"PKP3","Non-Kinase",2179
"PLA2G4A","Non-Kinase",2180
"PLAU","Non-Kinase",2181
"PLCB1","Non-Kinase",2182
"PLCB3","Non-Kinase",2183
"PLCG1","Non-Kinase",2184
"PLCG2","Non-Kinase",2185
"PLD1","Non-Kinase",2186
"PLD2","Non-Kinase",2187
"PLEC","Non-Kinase",2188
"PLEK","Non-Kinase",2189
"PLEKHG1","Non-Kinase",2190
"PLEKHG2","Non-Kinase",2191
"PLEKHG6","Non-Kinase",2192
"PLIN1","Non-Kinase",2193
"PLIN2","Non-Kinase",2194
"PLIN3","Non-Kinase",2195
"PLK1","OTHER",2196
"PLK2","OTHER",2197
"PLK3","OTHER",2198
"PLK4","OTHER",2199
"PLN","Non-Kinase",2200
"PLRG1","Non-Kinase",2201
"PLSCR1","Non-Kinase",2202
"PLSCR3","Non-Kinase",2203
"PLSCR4","Non-Kinase",2204
"PLXNA1","Non-Kinase",2205
"PLXNA2","Non-Kinase",2206
"PLXNB1","Non-Kinase",2207
"PMAIP1","Non-Kinase",2208
"PML","Non-Kinase",2209
"PNCK","CAMK",2210
"PNKP","Non-Kinase",2211
"PNPLA8","Non-Kinase",2212
"PNPT1","Non-Kinase",2213
"POLD1","Non-Kinase",2214
"POLD2","Non-Kinase",2215
"POLD3","Non-Kinase",2216
"POLDIP3","Non-Kinase",2217
"POLH","Non-Kinase",2218
"POLL","Non-Kinase",2219
"POLM","Non-Kinase",2220
"POLR1G","Non-Kinase",2221
"POLR2A","Non-Kinase",2222
"POLR2F","Non-Kinase",2223
"POMK","OTHER",2224
"POP4","Non-Kinase",2225
"POU2F1","Non-Kinase",2226
"POU3F2","Non-Kinase",2227
"POU5F1","Non-Kinase",2228
"POU6F1","Non-Kinase",2229
"PPARA","Non-Kinase",2230
"PPARD","Non-Kinase",2231
"PPARG","Non-Kinase",2232
"PPARGC1A","Non-Kinase",2233
"PPARGC1B","Non-Kinase",2234
"PPAT","Non-Kinase",2235
"PPFIA1","Non-Kinase",2236
"PPHLN1","Non-Kinase",2237
"PPIF","Non-Kinase",2238
"PPM1B","Non-Kinase",2239
"PPM1D","Non-Kinase",2240
"PPM1G","Non-Kinase",2241
"PPM1J","Non-Kinase",2242
"PPME1","Non-Kinase",2243
"PPP1CA","Non-Kinase",2244
"PPP1CC","Non-Kinase",2245
"PPP1R12A","Non-Kinase",2246
"PPP1R12B","Non-Kinase",2247
"PPP1R12C","Non-Kinase",2248
"PPP1R13L","Non-Kinase",2249
"PPP1R14A","Non-Kinase",2250
"PPP1R14B","Non-Kinase",2251
"PPP1R14C","Non-Kinase",2252
"PPP1R14D","Non-Kinase",2253
"PPP1R16B","Non-Kinase",2254
"PPP1R17","Non-Kinase",2255
"PPP1R1A","Non-Kinase",2256
"PPP1R1B","Non-Kinase",2257
"PPP1R1C","Non-Kinase",2258
"PPP1R2","Non-Kinase",2259
"PPP1R26","Non-Kinase",2260
"PPP1R2B","Non-Kinase",2261
"PPP1R35","Non-Kinase",2262
"PPP1R3A","Non-Kinase",2263
"PPP1R3C","Non-Kinase",2264
"PPP1R7","Non-Kinase",2265
"PPP1R8","Non-Kinase",2266
"PPP1R9A","Non-Kinase",2267
"PPP1R9B","Non-Kinase",2268
"PPP2CA","Non-Kinase",2269
"PPP2R2A","Non-Kinase",2270
"PPP2R2B","Non-Kinase",2271
"PPP2R3A","Non-Kinase",2272
"PPP2R5A","Non-Kinase",2273
"PPP2R5C","Non-Kinase",2274
"PPP2R5D","Non-Kinase",2275
"PPP5C","Non-Kinase",2276
"PPP6R2","Non-Kinase",2277
"PQBP1","Non-Kinase",2278
"PRC1","Non-Kinase",2279
"PRDX1","Non-Kinase",2280
"PRDX2","Non-Kinase",2281
"PRDX3","Non-Kinase",2282
"PRDX6","Non-Kinase",2283
"PREB","Non-Kinase",2284
"PREX1","Non-Kinase",2285
"PREX2","Non-Kinase",2286
"PRH1","Non-Kinase",2287
"PRICKLE1","Non-Kinase",2288
"PRKAA1","CAMK",2289
"PRKAA2","CAMK",2290
"PRKAB1","Non-Kinase",2291
"PRKACA","AGC",2292
"PRKACB","AGC",2293
"PRKACG","AGC",2294
"PRKAG1","Non-Kinase",2295
"PRKAR1A","Non-Kinase",2296
"PRKAR2A","Non-Kinase",2297
"PRKAR2B","Non-Kinase",2298
"PRKCA","AGC",2299
"PRKCB","AGC",2300
"PRKCD","AGC",2301
"PRKCE","AGC",2302
"PRKCG","AGC",2303
"PRKCH","AGC",2304
"PRKCI","AGC",2305
"PRKCQ","AGC",2306
"PRKCZ","AGC",2307
"PRKD1","CAMK",2308
"PRKD2","CAMK",2309
"PRKD3","CAMK",2310
"PRKDC","ATYPICAL",2311
"PRKG1","AGC",2312
"PRKG2","AGC",2313
"PRKN","Non-Kinase",2314
"PRKX","AGC",2315
"PRKY","AGC",2316
"PRL","Non-Kinase",2317
"PRLR","Non-Kinase",2318
"PRMT5","Non-Kinase",2319
"PRNP","Non-Kinase",2320
"PROM1","Non-Kinase",2321
"PROSER2","Non-Kinase",2322
"PRPF19","Non-Kinase",2323
"PRPF3","Non-Kinase",2324
"PRPF31","Non-Kinase",2325
"PRPF4B","CMGC",2326
"PRPH","Non-Kinase",2327
"PRPS1","Non-Kinase",2328
"PRPS2","Non-Kinase",2329
"PRR5","Non-Kinase",2330
"PRRC2A","Non-Kinase",2331
"PRRC2B","Non-Kinase",2332
"PRRC2C","Non-Kinase",2333
"PSEN1","Non-Kinase",2334
"PSEN2","Non-Kinase",2335
"PSIP1","Non-Kinase",2336
"PSKH1","CAMK",2337
"PSKH2","CAMK",2338
"PSMA3","Non-Kinase",2339
"PSMA5","Non-Kinase",2340
"PSMA7","Non-Kinase",2341
"PSMC4","Non-Kinase",2342
"PSMC5","Non-Kinase",2343
"PSMD1","Non-Kinase",2344
"PSMD11","Non-Kinase",2345
"PSMD2","Non-Kinase",2346
"PSMD3","Non-Kinase",2347
"PSME3","Non-Kinase",2348
"PSTPIP1","Non-Kinase",2349
"PTBP1","Non-Kinase",2350
"PTEN","Non-Kinase",2351
"PTGER4","Non-Kinase",2352
"PTGES3","Non-Kinase",2353
"PTGIR","Non-Kinase",2354
"PTGS2","Non-Kinase",2355
"PTH1R","Non-Kinase",2356
"PTHLH","Non-Kinase",2357
"PTK2","TK",2358
"PTK2B","TK",2359
"PTK6","TK",2360
"PTK7","TK",2361
"PTMA","Non-Kinase",2362
"PTOV1","Non-Kinase",2363
"PTPN1","Non-Kinase",2364
"PTPN11","Non-Kinase",2365
"PTPN12","Non-Kinase",2366
"PTPN18","Non-Kinase",2367
"PTPN2","Non-Kinase",2368
"PTPN22","Non-Kinase",2369
"PTPN3","Non-Kinase",2370
"PTPN5","Non-Kinase",2371
"PTPN6","Non-Kinase",2372
"PTPN7","Non-Kinase",2373
"PTPRA","Non-Kinase",2374
"PTPRC","Non-Kinase",2375
"PTPRCAP","Non-Kinase",2376
"PTPRF","Non-Kinase",2377
"PTPRJ","Non-Kinase",2378
"PTPRR","Non-Kinase",2379
"PTPRT","Non-Kinase",2380
"PTRH2","Non-Kinase",2381
"PTS","Non-Kinase",2382
"PTTG1","Non-Kinase",2383
"PTTG1IP","Non-Kinase",2384
"PTTG2","Non-Kinase",2385
"PXK","OTHER",2386
"PXN","Non-Kinase",2387
"PYCARD","Non-Kinase",2388
"PYCR1","Non-Kinase",2389
"PYCR2","Non-Kinase",2390
"PYGB","Non-Kinase",2391
"PYGL","Non-Kinase",2392
"PYGM","Non-Kinase",2393
"PYGO2","Non-Kinase",2394
"QDPR","Non-Kinase",2395
"QTRT1","Non-Kinase",2396
"RAB10","Non-Kinase",2397
"RAB11A","Non-Kinase",2398
"RAB11FIP1","Non-Kinase",2399
"RAB11FIP2","Non-Kinase",2400
"RAB11FIP3","Non-Kinase",2401
"RAB11FIP5","Non-Kinase",2402
"RAB1A","Non-Kinase",2403
"RAB34","Non-Kinase",2404
"RAB37","Non-Kinase",2405
"RAB3IP","Non-Kinase",2406
"RAB4A","Non-Kinase",2407
"RAB5A","Non-Kinase",2408
"RAB5B","Non-Kinase",2409
"RAB8A","Non-Kinase",2410
"RABEP1","Non-Kinase",2411
"RAC1","Non-Kinase",2412
"RACGAP1","Non-Kinase",2413
"RACK1","Non-Kinase",2414
"RAD1","Non-Kinase",2415
"RAD17","Non-Kinase",2416
"RAD18","Non-Kinase",2417
"RAD21","Non-Kinase",2418
"RAD50","Non-Kinase",2419
"RAD51","Non-Kinase",2420
"RAD52","Non-Kinase",2421
"RAD54L","Non-Kinase",2422
"RAD9A","Non-Kinase",2423
"RAF1","TKL",2424
"RAG2","Non-Kinase",2425
"RAI1","Non-Kinase",2426
"RAI14","Non-Kinase",2427
"RALA","Non-Kinase",2428
"RALB","Non-Kinase",2429
"RALBP1","Non-Kinase",2430
"RALGAPA2","Non-Kinase",2431
"RALY","Non-Kinase",2432
"RAMAC","Non-Kinase",2433
"RAN","Non-Kinase",2434
"RANBP2","Non-Kinase",2435
"RANBP3","Non-Kinase",2436
"RANBP9","Non-Kinase",2437
"RANGAP1","Non-Kinase",2438
"RAP1A","Non-Kinase",2439
"RAP1B","Non-Kinase",2440
"RAP1GAP","Non-Kinase",2441
"RAP1GAP2","Non-Kinase",2442
"RAPGEF1","Non-Kinase",2443
"RAPGEF2","Non-Kinase",2444
"RAPGEF3","Non-Kinase",2445
"RAPH1","Non-Kinase",2446
"RARA","Non-Kinase",2447
"RARG","Non-Kinase",2448
"RASA1","Non-Kinase",2449
"RASAL2","Non-Kinase",2450
"RASD2","Non-Kinase",2451
"RASGRF1","Non-Kinase",2452
"RASGRF2","Non-Kinase",2453
"RASGRP1","Non-Kinase",2454
"RASGRP2","Non-Kinase",2455
"RASGRP3","Non-Kinase",2456
"RASSF1","Non-Kinase",2457
"RAVER1","Non-Kinase",2458
"RB1","Non-Kinase",2459
"RB1CC1","Non-Kinase",2460
"RBBP5","Non-Kinase",2461
"RBBP7","Non-Kinase",2462
"RBBP8","Non-Kinase",2463
"RBFOX2","Non-Kinase",2464
"RBL1","Non-Kinase",2465
"RBL2","Non-Kinase",2466
"RBM10","Non-Kinase",2467
"RBM14","Non-Kinase",2468
"RBM17","Non-Kinase",2469
"RBM26","Non-Kinase",2470
"RBM27","Non-Kinase",2471
"RBM28","Non-Kinase",2472
"RBM3","Non-Kinase",2473
"RBM38","Non-Kinase",2474
"RBM39","Non-Kinase",2475
"RBM4","Non-Kinase",2476
"RBM42","Non-Kinase",2477
"RBM7","Non-Kinase",2478
"RBM8A","Non-Kinase",2479
"RBMX","Non-Kinase",2480
"RBMXL1","Non-Kinase",2481
"RBPJ","Non-Kinase",2482
"RBPMS","Non-Kinase",2483
"RBSN","Non-Kinase",2484
"RCAN1","Non-Kinase",2485
"RCC1","Non-Kinase",2486
"RCHY1","Non-Kinase",2487
"RCSD1","Non-Kinase",2488
"RDX","Non-Kinase",2489
"RECQL4","Non-Kinase",2490
"RECQL5","Non-Kinase",2491
"REEP1","Non-Kinase",2492
"REEP2","Non-Kinase",2493
"REL","Non-Kinase",2494
"RELA","Non-Kinase",2495
