"Kinase","Substrate","Group"
"CDK11B","JUN","CMGC"
"CDK19","JUN","CMGC"
"CDK15","JUN","CMGC"
"CDK20","JUN","CMGC"
"CDK12","JUN","CMGC"
"CDK11A","JUN","CMGC"
"GSK3A","FOXO1","CMGC"
"CSNK2A2","CDKN1B","CMGC"
"CSNK2A3","CDKN1B","CMGC"
"AKT2","PTEN","AGC"
"AKT3","PTEN","AGC"
"CSNK2A2","ESR1","CMGC"
"CSNK2A3","ESR1","CMGC"
"AKT3","ESR1","AGC"
"CSNK2A2","TP53","CMGC"
"CSNK2A3","TP53","CMGC"
"FGFR2","PLCG1","TK"
"FGFR3","PLCG1","TK"
"FGFR4","PLCG1","TK"
"CSF1R","PLCG1","TK"
"FLT3","PLCG1","TK"
"KIT","PLCG1","TK"
"PDGFRA","PLCG1","TK"
"CSF1R","SHC1","TK"
"KIT","SHC1","TK"
"PDGFRA","SHC1","TK"
"PDGFRB","SHC1","TK"
"MAPK3","TUBB3","CMGC"
"MAPK1","TUBB3","CMGC"
"MAPK6","TUBB3","CMGC"
"MAPK4","TUBB3","CMGC"
"MAPK8","TUBB3","CMGC"
"MAPK9","TUBB3","CMGC"
"MAPK10","TUBB3","CMGC"
"NLK","TUBB3","CMGC"
"MAPK14","TUBB3","CMGC"
"MAPK11","TUBB3","CMGC"
"MAPK12","TUBB3","CMGC"
"MAPK13","TUBB3","CMGC"
"MAPK7","TUBB3","CMGC"
"MAPK15","TUBB3","CMGC"
"MAPKAPK2","ESR1","CAMK"
"MAPK6","IRS1","CMGC"
"MAPK4","IRS1","CMGC"
"MAPK10","IRS1","CMGC"
"NLK","IRS1","CMGC"
"MAPK14","IRS1","CMGC"
"MAPK11","IRS1","CMGC"
"MAPK12","IRS1","CMGC"
"MAPK13","IRS1","CMGC"
"MAPK7","IRS1","CMGC"
"MAPK15","IRS1","CMGC"
"MAPK14","RELA","CMGC"
"CHUK","IRF3","OTHER"
"BLK","STAT3","TK"
"FGR","STAT3","TK"
"LCK","STAT3","TK"
"LYN","STAT3","TK"
"YES1","STAT3","TK"
"FRK","STAT3","TK"
"SRMS","STAT3","TK"
"BLK","RGS16","TK"
"PTK6","RGS16","TK"
"FGR","RGS16","TK"
"FYN","RGS16","TK"
"HCK","RGS16","TK"
"LCK","RGS16","TK"
"YES1","RGS16","TK"
"FRK","RGS16","TK"
"SRMS","RGS16","TK"
"MAPK14","BAD","CMGC"
"PRKACB","HSPB1","AGC"
"PRKACG","HSPB1","AGC"
"PRKX","HSPB1","AGC"
"PRKY","HSPB1","AGC"
"MAPKAPK2","NCOA1","CAMK"
"CSF1R","PTPN11","TK"
"KIT","PTPN11","TK"
"PDGFRA","PTPN11","TK"
"PRKACB","MAP3K3","AGC"
"PRKACG","MAP3K3","AGC"
"PRKX","MAP3K3","AGC"
"PRKY","MAP3K3","AGC"
"PRKACB","FOS","AGC"
"PRKACG","FOS","AGC"
"PRKX","FOS","AGC"
"PRKY","FOS","AGC"
"PRKCH","GFPT1","AGC"
"PRKCB","GFPT1","AGC"
"PRKCD","GFPT1","AGC"
"PRKCE","GFPT1","AGC"
"PRKCG","GFPT1","AGC"
"PRKCI","GFPT1","AGC"
"PRKCQ","GFPT1","AGC"
"PRKCZ","GFPT1","AGC"
"AKT2","WEE1","AGC"
"AKT3","WEE1","AGC"
"PRKCH","ADD1","AGC"
"PRKCB","ADD1","AGC"
"PRKCE","ADD1","AGC"
"PRKCG","ADD1","AGC"
"PRKCI","ADD1","AGC"
"PRKCQ","ADD1","AGC"
"CAMK2B","PPP1R14A","CAMK"
"CAMK2G","PPP1R14A","CAMK"
"CAMK2D","PPP1R14A","CAMK"
"PRKCH","TCEAL1","AGC"
"PRKCA","TCEAL1","AGC"
"PRKCB","TCEAL1","AGC"
"PRKCD","TCEAL1","AGC"
"PRKCE","TCEAL1","AGC"
"PRKCG","TCEAL1","AGC"
"PRKCI","TCEAL1","AGC"
"PRKCQ","TCEAL1","AGC"
"PRKCZ","TCEAL1","AGC"
"GSK3A","TCEAL1","CMGC"
"GSK3B","TCEAL1","CMGC"
"CDK2","ZYX","CMGC"
"CDK2","NOSIP","CMGC"
"CDK2","NUP153","CMGC"
"CDK2","PDS5B","CMGC"
"CDK2","EPB41L3","CMGC"
"CDK2","MARCKS","CMGC"
"CDK2","DMAP1","CMGC"
"CDK2","EML3","CMGC"
"CDK2","EYA3","CMGC"
"CDK2","C9orf40","CMGC"
"CDK2","SPDL1","CMGC"
"CDK2","SRRM1","CMGC"
"CDK2","XRCC1","CMGC"
"CDK2","TCOF1","CMGC"
"CDK2","TFAM","CMGC"
"CDK2","CHD4","CMGC"
"CDK2","MTA2","CMGC"
"CDK2","SUDS3","CMGC"
"CDK2","UBXN1","CMGC"
"CDK2","RBM27","CMGC"
"CDK2","PRPF31","CMGC"
"CDK2","AMOT","CMGC"
"CDK2","TPR","CMGC"
"CDK2","DHX38","CMGC"
"CDK2","GMPS","CMGC"
"CDK2","PBRM1","CMGC"
"CDK2","MICALL1","CMGC"
"CDK2","PHF6","CMGC"
"CDK2","HNRNPUL1","CMGC"
"CDK2","NUDC","CMGC"
"CDK2","PYCR2","CMGC"
"CDK2","EIF2A","CMGC"
"CDK2","POLR2A","CMGC"
"CDK2","DPYSL3","CMGC"
"CDK2","LRWD1","CMGC"
"CDK2","ADD1","CMGC"
"CDK2","VIPAS39","CMGC"
"CDK2","DLGAP5","CMGC"
"CDK2","VIM","CMGC"
"CDK2","NUP107","CMGC"
"CDK2","CIC","CMGC"
"CDK2","KIF22","CMGC"
"CDK2","CENPF","CMGC"
"CDK2","SRSF11","CMGC"
"CDK2","ZC3H18","CMGC"
"CDK2","GTF2I","CMGC"
"CDK2","C2orf49","CMGC"
"CDK2","ARHGAP19","CMGC"
"CDK2","PYCR1","CMGC"
"CDK2","SNW1","CMGC"
"CDK2","PPP1R35","CMGC"
"CDK2","BOD1L1","CMGC"
"CDK2","DBNL","CMGC"
"CDK2","CDC5L","CMGC"
"CDK2","CHD7","CMGC"
"CDK2","GTF2F1","CMGC"
"CDK2","POU2F1","CMGC"
"CDK2","EFHD2","CMGC"
"CDK2","NUFIP2","CMGC"
"CDK2","CAMSAP1","CMGC"
"CDK2","RPS3","CMGC"
"CDK2","GATAD2A","CMGC"
"CDK2","TP53BP1","CMGC"
"RPS6KA2","NDRG2","AGC"
"RPS6KA3","NDRG2","AGC"
"RPS6KA6","NDRG2","AGC"
"RPS6KA2","VASP","AGC"
"RPS6KA3","VASP","AGC"
"RPS6KA6","VASP","AGC"
"RPS6KA2","RANBP3","AGC"
"RPS6KA6","RANBP3","AGC"
"RPS6KA2","DEPTOR","AGC"
"RPS6KA3","DEPTOR","AGC"
"RPS6KA6","DEPTOR","AGC"
"RPS6KA2","CARHSP1","AGC"
"RPS6KA3","CARHSP1","AGC"
"RPS6KA6","CARHSP1","AGC"
"RPS6KA2","MXD1","AGC"
"RPS6KA3","MXD1","AGC"
"RPS6KA6","MXD1","AGC"
"RPS6KA2","YBX1","AGC"
"RPS6KA6","YBX1","AGC"
"RPS6KA2","CCT2","AGC"
"RPS6KA3","CCT2","AGC"
"RPS6KA6","CCT2","AGC"
"RPS6KA2","METTL1","AGC"
"RPS6KA3","METTL1","AGC"
"RPS6KA6","METTL1","AGC"
"RPS6KA2","EIF4B","AGC"
"RPS6KA6","EIF4B","AGC"
"RPS6KA2","ITGB4","AGC"
"RPS6KA3","ITGB4","AGC"
"RPS6KA6","ITGB4","AGC"
"RPS6KA2","CIC","AGC"
"RPS6KA6","CIC","AGC"
"RPS6KA6","NFKBIA","AGC"
"CSNK2A2","TERF1","CMGC"
"CSNK2A3","TERF1","CMGC"
"ATM","AKT1","ATYPICAL"
"PBK","PRC1","OTHER"
"RPS6KA2","EIF2AK2","AGC"
"RPS6KA2","H3C1","AGC"
"RPS6KA2","TH","AGC"
"RPS6KA2","PPP1R3A","AGC"
"RPS6KA2","STAT3","AGC"
"RPS6KA2","H2BC3","AGC"
"RPS6KA2","EIF2S1","AGC"
"RPS6KA2","GSK3A","AGC"
"RPS6KA2","KCNK3","AGC"
"SRC","ANXA2P2","TK"
"TNK2","WASL","TK"
"CAMK1","DNM1L","CAMK"
"BLK","TERT","TK"
"PTK6","TERT","TK"
"FGR","TERT","TK"
"FYN","TERT","TK"
"HCK","TERT","TK"
"LCK","TERT","TK"
"LYN","TERT","TK"
"YES1","TERT","TK"
"FRK","TERT","TK"
"SRMS","TERT","TK"
"CDK5","RASGRF2","CMGC"
"MAP3K15","IKBKB","STE"
"PDK1","IKBKB","ATYPICAL"
"PAK2","AURKA","STE"
"PAK3","AURKA","STE"
"PAK6","AURKA","STE"
"PAK4","AURKA","STE"
"PAK7","AURKA","STE"
"PRKACB","PPP1R12A","AGC"
"PRKACG","PPP1R12A","AGC"
"PRKX","PPP1R12A","AGC"
"PRKY","PPP1R12A","AGC"
"CDC42BPG","PPP1R12A","AGC"
"CDC42BPA","PPP1R12A","AGC"
"DAPK3","PPP1R12A","CAMK"
"PRKCH","PLSCR1","AGC"
"PRKCA","PLSCR1","AGC"
"PRKCB","PLSCR1","AGC"
"PRKCE","PLSCR1","AGC"
"PRKCG","PLSCR1","AGC"
"PRKCI","PLSCR1","AGC"
"PRKCQ","PLSCR1","AGC"
"PRKCZ","PLSCR1","AGC"
"CSNK1A1","AXIN1","CK1"
"CSNK1E","AXIN1","CK1"
"CSNK1G2","AXIN1","CK1"
"CSNK1G3","AXIN1","CK1"
"CSNK1A1L","AXIN1","CK1"
"CSNK1G1","AXIN1","CK1"
"MAP2K4","MAPK13","STE"
"MAP2K7","MAPK13","STE"
"INSR","PDPK1","TK"
"PRKACB","PJA2","AGC"
"PRKACG","PJA2","AGC"
"PRKX","PJA2","AGC"
"PRKY","PJA2","AGC"
"MAPK11","ZNHIT1","CMGC"
"PRKACB","KCNQ2","AGC"
"PRKACG","KCNQ2","AGC"
"PRKX","KCNQ2","AGC"
"PRKY","KCNQ2","AGC"
"PRKACB","ENSA","AGC"
"PRKACG","ENSA","AGC"
"PRKX","ENSA","AGC"
"PRKY","ENSA","AGC"
"CSK","PIP5K1C","TK"
"PRKD2","TLR5","CAMK"
"PRKD3","TLR5","CAMK"
"STK4","H2BC12","STE"
"PRKCH","KCNJ13","AGC"
"PRKCB","KCNJ13","AGC"
"PRKCD","KCNJ13","AGC"
"PRKCE","KCNJ13","AGC"
"PRKCG","KCNJ13","AGC"
"PRKCI","KCNJ13","AGC"
"PRKCQ","KCNJ13","AGC"
"PRKCZ","KCNJ13","AGC"
"PRKACB","KCNJ13","AGC"
"PRKACG","KCNJ13","AGC"
"PRKX","KCNJ13","AGC"
"PRKY","KCNJ13","AGC"
"MAPK6","MITF","CMGC"
"MAPK4","MITF","CMGC"
"MAPK8","MITF","CMGC"
"MAPK9","MITF","CMGC"
"MAPK10","MITF","CMGC"
"NLK","MITF","CMGC"
"MAPK11","MITF","CMGC"
"MAPK12","MITF","CMGC"
"MAPK13","MITF","CMGC"
"MAPK7","MITF","CMGC"
"MAPK15","MITF","CMGC"
"RPS6KA3","MITF","AGC"
"PRKACB","PHF2","AGC"
"PRKACG","PHF2","AGC"
"PRKX","PHF2","AGC"
"PRKY","PHF2","AGC"
"CSNK1G2","LRP6","CK1"
"CSNK1G3","LRP6","CK1"
"CSNK1A1L","LRP6","CK1"
"PRKCH","ADAP1","AGC"
"PRKCB","ADAP1","AGC"
"PRKCD","ADAP1","AGC"
"PRKCG","ADAP1","AGC"
"PRKCI","ADAP1","AGC"
"PRKCQ","ADAP1","AGC"
"PRKCZ","ADAP1","AGC"
"ADRBK1","SNCG","AGC"
"CAMK2B","SNCG","CAMK"
"CSNK2A1","SNCG","CMGC"
"PRKCH","PRKD3","AGC"
"PRKCB","PRKD3","AGC"
"PRKCD","PRKD3","AGC"
"PRKCE","PRKD3","AGC"
"PRKCG","PRKD3","AGC"
"PRKCI","PRKD3","AGC"
"PRKCQ","PRKD3","AGC"
"PRKCZ","PRKD3","AGC"
"PRKD3","PRKD3","CAMK"
"PRKACB","TPPP","AGC"
"PRKACG","TPPP","AGC"
"PRKX","TPPP","AGC"
"PRKY","TPPP","AGC"
"PLK1","KIF20A","OTHER"
"PRKCH","RASGRP1","AGC"
"PRKCA","RASGRP1","AGC"
"PRKCB","RASGRP1","AGC"
"PRKCD","RASGRP1","AGC"
"PRKCE","RASGRP1","AGC"
"PRKCG","RASGRP1","AGC"
"PRKCI","RASGRP1","AGC"
"PRKCZ","RASGRP1","AGC"
"PRKAA2","EPM2A","CAMK"
"BLK","ABL1","TK"
"PTK6","ABL1","TK"
"FGR","ABL1","TK"
"LCK","ABL1","TK"
"YES1","ABL1","TK"
"FRK","ABL1","TK"
"SRMS","ABL1","TK"
"PRKD2","EGFR","CAMK"
"PRKD3","EGFR","CAMK"
"ARAF","MYC","TKL"
"BRAF","MYC","TKL"
"KSR1","MYC","TKL"
"KSR2","MYC","TKL"
"HIPK4","TP53","CMGC"
"PRKAA2","TP53","CAMK"
"PRKCG","TP53","AGC"
"CSNK2A1","APP","CMGC"
"CSNK1A1","APP","CK1"
"CSNK1D","APP","CK1"
"CSNK1E","APP","CK1"
"CSNK1G2","APP","CK1"
"CSNK1G3","APP","CK1"
"CSNK1A1L","APP","CK1"
"CSNK1G1","APP","CK1"
"RPS6KA2","HMGN1","AGC"
"RPS6KA2","HMGN2","AGC"
"PRKACB","TFAP2A","AGC"
"PRKACG","TFAP2A","AGC"
"PRKX","TFAP2A","AGC"
"PRKY","TFAP2A","AGC"
"CAMKK2","KRT18","OTHER"
"CAMKK1","KRT18","OTHER"
"AURKA","KRT18","OTHER"
"RPS6KA2","KRT18","AGC"
"PRKCH","KRT8","AGC"
"PRKCA","KRT8","AGC"
"PRKCB","KRT8","AGC"
"PRKCE","KRT8","AGC"
"PRKCG","KRT8","AGC"
"PRKCI","KRT8","AGC"
"PRKCQ","KRT8","AGC"
"PRKCZ","KRT8","AGC"
"MAPK6","PGR","CMGC"
"MAPK4","PGR","CMGC"
"MAPK8","PGR","CMGC"
"MAPK9","PGR","CMGC"
"MAPK10","PGR","CMGC"
"NLK","PGR","CMGC"
"MAPK14","PGR","CMGC"
"MAPK11","PGR","CMGC"
"MAPK12","PGR","CMGC"
"MAPK13","PGR","CMGC"
"MAPK7","PGR","CMGC"
"MAPK15","PGR","CMGC"
"WEE2","CDK1","OTHER"
"PRKCD","CDK1","AGC"
"DDR1","CDK1","TK"
"PRKCH","EIF4E","AGC"
"PRKCD","EIF4E","AGC"
"PRKCE","EIF4E","AGC"
"PRKCI","EIF4E","AGC"
"PRKCQ","EIF4E","AGC"
"PRKCZ","EIF4E","AGC"
"STK4","H2BC11","STE"
"PRKCH","SP1","AGC"
"PRKCA","SP1","AGC"
"PRKCB","SP1","AGC"
"PRKCD","SP1","AGC"
"PRKCE","SP1","AGC"
"PRKCG","SP1","AGC"
"PRKCQ","SP1","AGC"
"PRKACB","VIM","AGC"
"PRKACG","VIM","AGC"
"PRKX","VIM","AGC"
"PRKY","VIM","AGC"
"PRKCH","VIM","AGC"
"PRKCB","VIM","AGC"
"PRKCD","VIM","AGC"
"PRKCG","VIM","AGC"
"PRKCQ","VIM","AGC"
"CAMK2B","VIM","CAMK"
"MKNK2","HNRNPA1","CAMK"
"SRC","FGR","TK"
"PRKACB","GLI3","AGC"
"PRKACG","GLI3","AGC"
"PRKX","GLI3","AGC"
"PRKY","GLI3","AGC"
"STK4","AR","STE"
"PRKACB","RARA","AGC"
"PRKACG","RARA","AGC"
"PRKX","RARA","AGC"
"PRKY","RARA","AGC"
"PDK1","MAPT","ATYPICAL"
"CSNK1A1","MAPT","CK1"
"CSNK1E","MAPT","CK1"
"CSNK1G2","MAPT","CK1"
"CSNK1G3","MAPT","CK1"
"CSNK1A1L","MAPT","CK1"
"CSNK1G1","MAPT","CK1"
"RPS6KA2","MAPT","AGC"
"PHKG2","MAPT","CAMK"
"CAMK2B","MAPT","CAMK"
"PRKCH","KIT","AGC"
"PRKCB","KIT","AGC"
"PRKCD","KIT","AGC"
"PRKCE","KIT","AGC"
"PRKCG","KIT","AGC"
"PRKCI","KIT","AGC"
"PRKCQ","KIT","AGC"
"PRKCZ","KIT","AGC"
"CSNK1A1","TOP2A","CK1"
"CSNK1D","TOP2A","CK1"
"CSNK1E","TOP2A","CK1"
"CSNK1G2","TOP2A","CK1"
"CSNK1G3","TOP2A","CK1"
"CSNK1A1L","TOP2A","CK1"
"CSNK1G1","TOP2A","CK1"
"SRC","GNAT1","TK"
"PTK6","FCGR2A","TK"
"FGR","FCGR2A","TK"
"HCK","FCGR2A","TK"
"LCK","FCGR2A","TK"
"SRC","FCGR2A","TK"
"YES1","FCGR2A","TK"
"FRK","FCGR2A","TK"
"SRMS","FCGR2A","TK"
"PDGFRB","EZR","TK"
"PRKCH","MUC1","AGC"
"PRKCA","MUC1","AGC"
"PRKCB","MUC1","AGC"
"PRKCE","MUC1","AGC"
"PRKCG","MUC1","AGC"
"PRKCI","MUC1","AGC"
"PRKCQ","MUC1","AGC"
"PRKCZ","MUC1","AGC"
"CSK","MUC1","TK"
"ATR","H2AX","ATYPICAL"
"CAMK1","CREB1","CAMK"
"MYO3B","HMGA1","STE"
"MYO3A","HMGA1","STE"
"ABL1","HMGA1","TK"
"TNK2","HMGA1","TK"
"TRIB1","HMGA1","CAMK"
"WNK2","HMGA1","OTHER"
"AKT1","HMGA1","AGC"
"AKT2","HMGA1","AGC"
"AKT3","HMGA1","AGC"
"CAMK1G","HMGA1","CAMK"
"ALK","HMGA1","TK"
"NPR1","HMGA1","RGC"
"NPR2","HMGA1","RGC"
"ARAF","HMGA1","TKL"
"ABL2","HMGA1","TK"
"AURKC","HMGA1","OTHER"
"AXL","HMGA1","TK"
"BCKDK","HMGA1","ATYPICAL"
"BLK","HMGA1","TK"
"BRAF","HMGA1","TKL"
"PTK6","HMGA1","TK"
"BTK","HMGA1","TK"
"BUB1B","HMGA1","OTHER"
"CAMK1","HMGA1","CAMK"
"CAMK2A","HMGA1","CAMK"
"CAMK2B","HMGA1","CAMK"
"CAMK2G","HMGA1","CAMK"
"CAMK4","HMGA1","CAMK"
"CAMKV","HMGA1","CAMK"
"DCLK1","HMGA1","CAMK"
"CASK","HMGA1","CAMK"
"CDC7","HMGA1","OTHER"
"PRKG1","HMGA1","AGC"
"PRKG2","HMGA1","AGC"
"CHEK2","HMGA1","CAMK"
"CSNK1A1","HMGA1","CK1"
"CSNK1D","HMGA1","CK1"
"CSNK1E","HMGA1","CK1"
"CSNK1G2","HMGA1","CK1"
"CSNK1G3","HMGA1","CK1"
"CLK1","HMGA1","CMGC"
"CLK2","HMGA1","CMGC"
"CLK3","HMGA1","CMGC"
"MAP3K8","HMGA1","STE"
"CSF1R","HMGA1","TK"
"CSK","HMGA1","TK"
"GUCY2D","HMGA1","RGC"
"GUCY2F","HMGA1","RGC"
"DAPK1","HMGA1","CAMK"
"DAPK2","HMGA1","CAMK"
"EGFR","HMGA1","TK"
"EIF2AK2","HMGA1","OTHER"
"EPHA1","HMGA1","TK"
"EPHA2","HMGA1","TK"
"EPHA3","HMGA1","TK"
"EPHA4","HMGA1","TK"
"EPHA5","HMGA1","TK"
"EPHA8","HMGA1","TK"
"EPHB1","HMGA1","TK"
"EPHB2","HMGA1","TK"
"EPHB3","HMGA1","TK"
"EPHB4","HMGA1","TK"
"EPHB6","HMGA1","TK"
"PTK2","HMGA1","TK"
"FER","HMGA1","TK"
"FES","HMGA1","TK"
"FGFR1","HMGA1","TK"
"FGFR2","HMGA1","TK"
"FGFR3","HMGA1","TK"
"FGFR4","HMGA1","TK"
"FGR","HMGA1","TK"
"FLT3","HMGA1","TK"
"FLT1","HMGA1","TK"
"FLT4","HMGA1","TK"
"FYN","HMGA1","TK"
"GAK","HMGA1","OTHER"
"TRIB2","HMGA1","CAMK"
"GSK3A","HMGA1","CMGC"
"GSK3B","HMGA1","CMGC"
"HCK","HMGA1","TK"
"ERBB2","HMGA1","TK"
"ERBB3","HMGA1","TK"
"ERBB4","HMGA1","TK"
"GUCY2C","HMGA1","RGC"
"IGF1R","HMGA1","TK"
"CHUK","HMGA1","OTHER"
"IKBKB","HMGA1","OTHER"
"INSR","HMGA1","TK"
"IRAK1","HMGA1","TKL"
"IRAK2","HMGA1","TKL"
"IRAK3","HMGA1","TKL"
"ERN1","HMGA1","OTHER"
"INSRR","HMGA1","TK"
"ITK","HMGA1","TK"
"JAK1","HMGA1","TK"
"JAK2","HMGA1","TK"
"JAK3","HMGA1","TK"
"IKBKE","HMGA1","OTHER"
"MAST3","HMGA1","AGC"
"STK36","HMGA1","OTHER"
"PIM3","HMGA1","CAMK"
"KIT","HMGA1","TK"
"CDKL2","HMGA1","CMGC"
"CDKL1","HMGA1","CMGC"
"LCK","HMGA1","TK"
"LTK","HMGA1","TK"
"LYN","HMGA1","TK"
"MAK","HMGA1","CMGC"
"MAST2","HMGA1","AGC"
"MAP2K1","HMGA1","STE"
"MAP2K2","HMGA1","STE"
"MAP2K5","HMGA1","STE"
"MAP2K6","HMGA1","STE"
"MAP3K1","HMGA1","STE"
"MAP3K2","HMGA1","STE"
"MAP3K3","HMGA1","STE"
"MAP3K4","HMGA1","STE"
"MAP3K5","HMGA1","STE"
"MERTK","HMGA1","TK"
"MET","HMGA1","TK"
"MAP2K7","HMGA1","STE"
"MYLK","HMGA1","CAMK"
"MOS","HMGA1","OTHER"
"MAP2K3","HMGA1","STE"
"MAP2K4","HMGA1","STE"
"MUSK","HMGA1","TK"
"PKMYT1","HMGA1","OTHER"
"STK38","HMGA1","AGC"
"NEK1","HMGA1","OTHER"
"NEK2","HMGA1","OTHER"
"NEK3","HMGA1","OTHER"
"MAP3K14","HMGA1","STE"
"NEK4","HMGA1","OTHER"
"IRAK4","HMGA1","TKL"
"PIK3R4","HMGA1","OTHER"
"PDGFRA","HMGA1","TK"
"PDGFRB","HMGA1","TK"
"PDPK1","HMGA1","AGC"
"PDK1","HMGA1","ATYPICAL"
"PDK2","HMGA1","ATYPICAL"
"PDK3","HMGA1","ATYPICAL"
"PDK4","HMGA1","ATYPICAL"
"PHKG1","HMGA1","CAMK"
"PHKG2","HMGA1","CAMK"
"PIM1","HMGA1","CAMK"
"PIM2","HMGA1","CAMK"
"PRKACA","HMGA1","AGC"
"PRKACB","HMGA1","AGC"
"PRKACG","HMGA1","AGC"
"PRKD1","HMGA1","CAMK"
"PRKX","HMGA1","AGC"
"PLK1","HMGA1","OTHER"
"PLK3","HMGA1","OTHER"
"PKN1","HMGA1","AGC"
"PKN2","HMGA1","AGC"
"PRKY","HMGA1","AGC"
"PSKH1","HMGA1","CAMK"
"RAF1","HMGA1","TKL"
"RET","HMGA1","TK"
"RIPK1","HMGA1","TKL"
"RIPK2","HMGA1","TKL"
"RIPK3","HMGA1","TKL"
"MST1R","HMGA1","TK"
"ROR1","HMGA1","TK"
"ROR2","HMGA1","TK"
"ROS1","HMGA1","TK"
"RYK","HMGA1","TK"
"PLK4","HMGA1","OTHER"
"MAST1","HMGA1","AGC"
"SGK1","HMGA1","AGC"
"PLK2","HMGA1","OTHER"
"SRC","HMGA1","TK"
"SRPK1","HMGA1","CMGC"
"SRPK2","HMGA1","CMGC"
"CDKL5","HMGA1","CMGC"
"SYK","HMGA1","TK"
"TEC","HMGA1","TK"
"TEK","HMGA1","TK"
"TIE1","HMGA1","TK"
"TTN","HMGA1","CAMK"
"TLK1","HMGA1","OTHER"
"TLK2","HMGA1","OTHER"
"TNK1","HMGA1","TK"
"TRIO","HMGA1","CAMK"
"NTRK1","HMGA1","TK"
"NTRK2","HMGA1","TK"
"NTRK3","HMGA1","TK"
"TTK","HMGA1","OTHER"
"TXK","HMGA1","TK"
"TYK2","HMGA1","TK"
"TYRO3","HMGA1","TK"
"ULK1","HMGA1","OTHER"
"ULK2","HMGA1","OTHER"
"VRK1","HMGA1","CK1"
"VRK2","HMGA1","CK1"
"WEE1","HMGA1","OTHER"
"YES1","HMGA1","TK"
"ZAP70","HMGA1","TK"
"DDR1","HMGA1","TK"
"KDR","HMGA1","TK"
"AURKB","HMGA1","OTHER"
"AURKA","HMGA1","OTHER"
"BUB1","HMGA1","OTHER"
"DDR2","HMGA1","TK"
"PTK7","HMGA1","TK"
"AATK","HMGA1","TK"
"LMTK2","HMGA1","TK"
"LMTK3","HMGA1","TK"
"EPHA7","HMGA1","TK"
"BMX","HMGA1","TK"
"MATK","HMGA1","TK"
"FRK","HMGA1","TK"
"NEK6","HMGA1","OTHER"
"NEK7","HMGA1","OTHER"
"AAK1","HMGA1","OTHER"
"PTK2B","HMGA1","TK"
"SRMS","HMGA1","TK"
"LATS1","HMGA1","AGC"
"LATS2","HMGA1","AGC"
"ULK3","HMGA1","OTHER"
"PDIK1L","HMGA1","OTHER"
"TTBK2","HMGA1","CK1"
"SCYL1","HMGA1","OTHER"
"MASTL","HMGA1","AGC"
"PINK1","HMGA1","OTHER"
"ULK4","HMGA1","OTHER"
"MLKL","HMGA1","TKL"
"DCLK3","HMGA1","CAMK"
"PKDCC","HMGA1","OTHER"
"STK33","HMGA1","CAMK"
"TP53RK","HMGA1","OTHER"
"CDKL4","HMGA1","CMGC"
"SCYL3","HMGA1","OTHER"
"STK32C","HMGA1","AGC"
"NEK9","HMGA1","OTHER"
"TSSK3","HMGA1","CAMK"
"RPS6KL1","HMGA1","AGC"
"TSSK2","HMGA1","CAMK"
"SCYL2","HMGA1","OTHER"
"NEK8","HMGA1","OTHER"
"NRBP1","HMGA1","OTHER"
"PRKD2","HMGA1","CAMK"
"STK32B","HMGA1","AGC"
"CDK20","HMGA1","CMGC"
"CLK4","HMGA1","CMGC"
"STK17A","HMGA1","CAMK"
"STK17B","HMGA1","CAMK"
"PRKD3","HMGA1","CAMK"
"SGK494","HMGA1","AGC"
"STK40","HMGA1","CAMK"
"STK35","HMGA1","OTHER"
"EIF2AK1","HMGA1","OTHER"
"ICK","HMGA1","CMGC"
"ERN2","HMGA1","OTHER"
"STK38L","HMGA1","AGC"
"MAP3K6","HMGA1","STE"
"MOK","HMGA1","CMGC"
"STK16","HMGA1","OTHER"
"SRPK3","HMGA1","CMGC"
"WNK1","HMGA1","OTHER"
"CDKL3","HMGA1","CMGC"
"PKN3","HMGA1","AGC"
"DSTYK","HMGA1","OTHER"
"RPS6KC1","HMGA1","AGC"
"NRBP2","HMGA1","OTHER"
"STKLD1","HMGA1","OTHER"
"SGK2","HMGA1","AGC"
"TSSK6","HMGA1","CAMK"
"SGK3","HMGA1","AGC"
"TTBK1","HMGA1","CK1"
"DCLK2","HMGA1","CAMK"
"PXK","HMGA1","OTHER"
"PBK","HMGA1","OTHER"
"STYK1","HMGA1","TK"
"TBK1","HMGA1","OTHER"
"KALRN","HMGA1","CAMK"
"TSSK4","HMGA1","CAMK"
"VRK3","HMGA1","CK1"
"MYLK3","HMGA1","CAMK"
"SPEG","HMGA1","CAMK"
"CSNK1A1L","HMGA1","CK1"
"RIPK4","HMGA1","TKL"
"NEK5","HMGA1","OTHER"
"CAMK1D","HMGA1","CAMK"
"MAP3K19","HMGA1","STE"
"NEK11","HMGA1","OTHER"
"SBK2","HMGA1","OTHER"
"WNK4","HMGA1","OTHER"
"SBK3","HMGA1","OTHER"
"OBSCN","HMGA1","CAMK"
"PSKH2","HMGA1","CAMK"
"KSR2","HMGA1","TKL"
"STK32A","HMGA1","AGC"
"EPHA10","HMGA1","TK"
"POMK","HMGA1","OTHER"
"WNK3","HMGA1","OTHER"
"SGK223","HMGA1","OTHER"
"NEK10","HMGA1","OTHER"
"EPHA6","HMGA1","TK"
"CSNK1G1","HMGA1","CK1"
"PEAK1","HMGA1","OTHER"
"SBK1","HMGA1","OTHER"
"STK31","HMGA1","OTHER"
