Kinase,Substrate,HighConfidenceSites,LowConfidenceSites,Source
P27361,O60716,3,0,PhosphoSitePlus
P27361,O75030,0,1,EPSD:RegPhos
P27361,O75581,2,0,PhosphoSitePlus
P27361,O75582,3,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,O95644,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,O95817,3,0,PhosphoSitePlus
P27361,P00533,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P01100,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm"
P27361,P01106,1,0,PhosphoSitePlus
P27361,P02686,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P03372,3,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P04049,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P04150,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P27361,P04198,1,0,PhosphoSitePlus
P27361,P04626,1,0,PhosphoSitePlus
P27361,P04637,2,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:RegPhos, EPSD:PostMod, EPSD:PSEA"
P27361,P05412,2,0,PhosphoSitePlus
P27361,P05787,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P06239,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P06401,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P07101,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P08047,3,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P08235,6,0,PhosphoSitePlus
P27361,P10242,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P10275,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P10301,1,0,PhosphoSitePlus
P27361,P10415,3,2,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P27361,P10828,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P11362,1,0,PhosphoSitePlus
P27361,P11388,5,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P12980,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P13631,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P14598,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P14618,1,0,PhosphoSitePlus
P27361,P14635,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,P14784,1,0,PhosphoSitePlus
P27361,P14921,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,P15056,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P15336,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P15408,2,0,PhosphoSitePlus
P27361,P15923,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,P16144,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P16949,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P27361,P17302,3,0,"iPTMNet:hprd, EPSD:RegPhos"
P27361,P17480,2,0,"EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM, iPTMNet:pelm"
P27361,P17542,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P17655,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P17676,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P17861,2,0,PhosphoSitePlus
P27361,P18545,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P27361,P19419,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P19793,1,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P20339,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P21802,1,0,PhosphoSitePlus
P27361,P23396,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P23415,1,0,PhosphoSitePlus
P27361,P24928,1,0,"EPSD:RegPhos, EPSD:PostMod, iPTMNet:pelm, EPSD:Phospho.ELM"
P27361,P24941,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P25098,1,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM"
P27361,P27361,3,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P27361,P27708,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P27824,2,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P27361,P28324,2,0,PhosphoSitePlus
P27361,P28562,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P29966,1,0,PhosphoSitePlus
P27361,P31645,1,0,PhosphoSitePlus
P27361,P32121,2,0,PhosphoSitePlus
P27361,P33076,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P33981,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P35228,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P35236,2,0,EPSD:RegPhos
P27361,P35568,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P35658,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P36956,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P38936,2,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,P40763,1,0,"PhosphoSitePlus, EPSD:RegPhos"
P27361,P41182,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P41212,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P41235,16,0,PhosphoSitePlus
P27361,P42224,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P42229,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P42702,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P43364,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P46527,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P47712,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,P49116,0,2,EPSD:RegPhos
P27361,P49137,0,4,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,P49366,1,0,PhosphoSitePlus
P27361,P49407,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P27361,P49715,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P49790,10,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P49815,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P49841,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P50616,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P51784,1,0,PhosphoSitePlus
P27361,P51812,2,0,"EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P53004,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,P53355,1,0,PhosphoSitePlus
P27361,P53805,1,0,"EPSD:RegPhos, EPSD:Phospho.ELM"
P27361,P54829,0,2,EPSD:RegPhos
P27361,P55211,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P55327,1,0,PhosphoSitePlus
P27361,P56192,2,0,PhosphoSitePlus
P27361,P56270,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P61586,2,0,PhosphoSitePlus
P27361,P61978,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,P62070,1,0,PhosphoSitePlus
P27361,P63000,1,0,PhosphoSitePlus
P27361,P68431,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,P78536,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,P84022,0,1,EPSD:RegPhos
P27361,Q00613,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P27361,Q01844,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q01860,1,0,PhosphoSitePlus
P27361,Q01892,1,0,"EPSD:RegPhos, EPSD:PostMod, iPTMNet:pelm, EPSD:Phospho.ELM"
P27361,Q02078,0,1,EPSD:RegPhos
P27361,Q02447,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q02750,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q03060,1,0,PhosphoSitePlus
P27361,Q05209,1,0,PhosphoSitePlus
P27361,Q05469,1,0,EPSD:RegPhos
P27361,Q05682,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q06413,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,Q07820,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q07869,2,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,Q09472,2,0,PhosphoSitePlus
P27361,Q12772,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q12931,1,0,PhosphoSitePlus
P27361,Q13115,2,0,PhosphoSitePlus
P27361,Q13127,2,0,PhosphoSitePlus
P27361,Q13164,1,0,PhosphoSitePlus
P27361,Q13322,2,0,"EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM, iPTMNet:pelm"
P27361,Q13424,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,Q13480,7,0,EPSD:RegPhos
P27361,Q13485,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q13509,0,1,EPSD:PostMod
P27361,Q13541,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P27361,Q13614,1,0,PhosphoSitePlus
P27361,Q13950,9,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q14005,1,0,"EPSD:RegPhos, EPSD:Phospho.ELM"
P27361,Q14247,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q14686,0,1,EPSD:RegPhos
P27361,Q14761,1,0,PhosphoSitePlus
P27361,Q14790,1,0,PhosphoSitePlus
P27361,Q14934,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q15007,3,0,PhosphoSitePlus
P27361,Q15046,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q15256,1,0,EPSD:RegPhos
P27361,Q15303,2,0,PhosphoSitePlus
P27361,Q15366,4,0,PhosphoSitePlus
P27361,Q15418,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,Q15596,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q15648,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q15672,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q15744,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,Q15746,3,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P27361,Q15750,1,0,PhosphoSitePlus
P27361,Q15788,2,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q15796,5,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q16204,1,0,"iPTMNet:hprd, EPSD:RegPhos"
P27361,Q16254,2,0,PhosphoSitePlus
P27361,Q16559,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q16584,2,0,PhosphoSitePlus
P27361,Q16659,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P27361,Q16690,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q16828,4,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q2M1V0,1,0,PhosphoSitePlus
P27361,Q53GS7,5,0,PhosphoSitePlus
P27361,Q6UUV7,1,0,PhosphoSitePlus
P27361,Q86U44,3,0,PhosphoSitePlus
P27361,Q86UC2,1,0,PhosphoSitePlus
P27361,Q86UR1,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q8IX03,2,0,PhosphoSitePlus
P27361,Q8IZP0,8,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q8N122,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q8N9N5,2,0,PhosphoSitePlus
P27361,Q8NET8,1,0,PhosphoSitePlus
P27361,Q8TB45,1,0,PhosphoSitePlus
P27361,Q8WX93,2,0,PhosphoSitePlus
P27361,Q92793,1,0,PhosphoSitePlus
P27361,Q92797,1,0,PhosphoSitePlus
P27361,Q92908,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q92934,1,0,PhosphoSitePlus
P27361,Q92974,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P27361,Q93045,2,0,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P27361,Q969H0,2,0,PhosphoSitePlus
P27361,Q969R2,4,0,PhosphoSitePlus
P27361,Q969V6,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q96FF9,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q96Q27,1,0,PhosphoSitePlus
P27361,Q96RK0,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q99814,1,0,PhosphoSitePlus
P27361,Q9BR01,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9BUB5,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q9H0F6,1,0,PhosphoSitePlus
P27361,Q9H8Y8,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9H9Z2,1,0,PhosphoSitePlus
P27361,Q9NQ66,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q9NRA0,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9NRF2,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9NYA1,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9NYV6,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q9NZI5,1,0,PhosphoSitePlus
P27361,Q9NZQ3,1,0,PhosphoSitePlus
P27361,Q9UBN7,2,0,PhosphoSitePlus
P27361,Q9UHB6,3,0,PhosphoSitePlus
P27361,Q9UIG0,1,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9UJY1,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P27361,Q9UKX7,2,0,"PhosphoSitePlus, EPSD:PSEA"
P27361,Q9ULC4,1,0,PhosphoSitePlus
P27361,Q9ULV5,1,0,PhosphoSitePlus
P27361,Q9UPT5,1,0,PhosphoSitePlus
P27361,Q9UQ13,1,0,PhosphoSitePlus
P27361,Q9UQC2,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P27361,Q9Y5A9,2,0,PhosphoSitePlus
P27361,Q9Y613,1,0,PhosphoSitePlus
P27361,Q9Y6W5,3,0,"PhosphoSitePlus, EPSD:PSEA"
P27448,P27816,0,2,"EPSD:RegPhos, EPSD:Phospho.ELM"
P27448,P30307,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P27448,P41236,1,0,PhosphoSitePlus
P27448,Q06413,1,0,PhosphoSitePlus
P27448,Q13470,1,0,PhosphoSitePlus
P27448,Q8WUI4,0,1,"EPSD:RegPhos, EPSD:Phospho.ELM"
P27448,Q92974,1,0,PhosphoSitePlus
P27448,Q99689,1,0,PhosphoSitePlus
P27708,P27708,1,0,iPTMNet:hprd
P27986,P31749,1,0,PhosphoSitePlus
P28482,C9JLW8,2,0,PhosphoSitePlus
P28482,O00213,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,O00429,1,0,PhosphoSitePlus
P28482,O00562,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,O43521,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,O43524,4,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,O43623,2,0,PhosphoSitePlus
P28482,O60244,1,0,PhosphoSitePlus
P28482,O60504,1,0,EPSD:RegPhos
P28482,O60716,3,0,PhosphoSitePlus
P28482,O75030,0,1,EPSD:RegPhos
P28482,O75582,4,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,O94811,2,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,O94953,5,0,PhosphoSitePlus
P28482,O95600,1,0,PhosphoSitePlus
P28482,O95863,2,0,PhosphoSitePlus
P28482,P00533,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P00558,1,0,PhosphoSitePlus
P28482,P01100,5,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P01106,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P02686,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P03372,3,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P04049,6,0,EPSD:RegPhos
P28482,P04150,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P28482,P04198,1,0,PhosphoSitePlus
P28482,P04626,1,0,PhosphoSitePlus
P28482,P04637,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P28482,P05198,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P05412,2,0,PhosphoSitePlus
P28482,P05787,2,0,"PhosphoSitePlus, EPSD:PostMod, EPSD:RegPhos"
P28482,P06239,2,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P06401,1,1,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P07101,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P07196,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P08047,3,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P08235,6,0,PhosphoSitePlus
P28482,P09874,2,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P09917,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P10242,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P28482,P10275,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P10415,3,2,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P28482,P10636,4,0,EPSD:RegPhos
P28482,P10828,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P11308,2,0,PhosphoSitePlus
P28482,P11362,1,0,PhosphoSitePlus
P28482,P11388,5,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P12036,3,0,"iPTMNet:hprd, EPSD:RegPhos"
P28482,P12980,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P14598,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P14618,1,0,PhosphoSitePlus
P28482,P14635,2,0,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA"
P28482,P14784,1,0,PhosphoSitePlus
P28482,P14921,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P28482,P15056,2,0,"PhosphoSitePlus, EPSD:RegPhos, EPSD:PSEA"
P28482,P15336,1,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P28482,P15391,4,0,EPSD:RegPhos
P28482,P15408,2,0,PhosphoSitePlus
P28482,P15923,1,0,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P28482,P16949,0,2,"EPSD:Phospho.ELM, EPSD:PostMod, EPSD:RegPhos"
P28482,P17302,2,0,"iPTMNet:hprd, EPSD:RegPhos"
P28482,P17480,2,0,"EPSD:PostMod, EPSD:RegPhos, EPSD:Phospho.ELM, iPTMNet:pelm"
P28482,P17655,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P17676,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PostMod, EPSD:PSEA, EPSD:RegPhos"
P28482,P19419,9,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P28482,P19438,2,0,EPSD:RegPhos
P28482,P19525,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P19634,8,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
P28482,P19793,1,1,"EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P19878,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P21802,1,0,PhosphoSitePlus
P28482,P22736,2,0,"EPSD:RegPhos, PhosphoSitePlus, EPSD:PSEA"
P28482,P23396,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P23415,1,0,PhosphoSitePlus
P28482,P23443,3,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P24046,3,0,EPSD:RegPhos
P28482,P24928,1,0,"EPSD:RegPhos, EPSD:PostMod, iPTMNet:pelm, EPSD:Phospho.ELM"
P28482,P24941,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P25098,0,1,"EPSD:RegPhos, EPSD:PostMod, EPSD:Phospho.ELM"
P28482,P26651,1,0,EPSD:RegPhos
P28482,P27708,1,0,"PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:hprd, EPSD:PSEA, EPSD:PostMod, iPTMNet:pelm, EPSD:RegPhos"
P28482,P28482,5,0,"PhosphoSitePlus, EPSD:RegPhos"
P28482,P28562,3,0,"iPTMNet:hprd, EPSD:PostMod, EPSD:RegPhos, PhosphoSitePlus, EPSD:Phospho.ELM, iPTMNet:pelm, EPSD:PSEA"
P28482,P29474,1,0,PhosphoSitePlus
P28482,P29966,1,0,PhosphoSitePlus
P28482,P30041,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P31645,1,0,PhosphoSitePlus
P28482,P32004,2,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P32121,2,0,PhosphoSitePlus
P28482,P33076,2,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P33981,1,0,"PhosphoSitePlus, EPSD:PSEA"
P28482,P35236,2,0,"PhosphoSitePlus, EPSD:PSEA, EPSD:RegPhos"
